Sample 1
4/14/2024 5:07 PM
Wavelength (nm)	10mm Absorbance
706.5	-0.028
707.0	-0.023
707.5	-0.023
708.0	-0.025
708.5	-0.030
709.0	-0.037
709.5	-0.035
710.0	-0.038
710.5	-0.045
711.0	-0.045
711.5	-0.038
712.0	-0.035
712.5	-0.040
713.0	-0.043
713.5	-0.044
714.0	-0.048
714.5	-0.048
715.0	-0.057
715.5	-0.053
716.0	-0.041
716.5	-0.030
717.0	-0.015
717.5	-0.007
718.0	0.005
718.5	0.011
719.0	0.010
719.5	0.002
720.0	-0.017
720.5	-0.030
721.0	-0.044
721.5	-0.052
722.0	-0.054
722.5	-0.052
723.0	-0.051
723.5	-0.052
724.0	-0.048
724.5	-0.041
725.0	-0.031
725.5	-0.023
726.0	-0.014
726.5	-0.014
727.0	-0.025
727.5	-0.039
728.0	-0.051
728.5	-0.070
729.0	-0.079
729.5	-0.069
730.0	-0.051
730.5	-0.029
731.0	-0.003
731.5	0.013
732.0	0.024
732.5	0.034
733.0	0.034
733.5	0.016
734.0	0.002
734.5	-0.011
735.0	-0.033
735.5	-0.045
736.0	-0.052
736.5	-0.052
737.0	-0.046
737.5	-0.047
738.0	-0.045
738.5	-0.042
739.0	-0.038
739.5	-0.030
740.0	-0.026
740.5	-0.018
741.0	-0.006
741.5	-0.002
742.0	0.003
742.5	0.001
743.0	0.002
743.5	0.000
744.0	0.006
744.5	0.013
745.0	0.018
745.5	0.010
746.0	0.004
746.5	-0.008
747.0	-0.013
747.5	-0.022
748.0	-0.029
748.5	-0.029
749.0	-0.022
749.5	-0.012
750.0	0.000
750.5	-0.009
751.0	-0.013
751.5	-0.020
752.0	-0.027
752.5	-0.033
753.0	-0.035
753.5	-0.036
754.0	-0.036
754.5	-0.036
755.0	-0.032
755.5	-0.036
756.0	-0.032
756.5	-0.024
757.0	-0.022
757.5	-0.029
758.0	-0.047
758.5	-0.070
759.0	-0.092
759.5	-0.111
760.0	-0.116
760.5	-0.112
761.0	-0.089
761.5	-0.054
762.0	-0.023
762.5	-0.003
763.0	0.007
763.5	0.010
764.0	0.013
764.5	0.009
765.0	0.009
765.5	0.009
766.0	0.021
766.5	0.031
767.0	0.030
767.5	0.024
768.0	0.016
768.5	0.002
769.0	-0.002
769.5	-0.010
770.0	-0.010
770.5	-0.002
771.0	0.007
771.5	0.009
772.0	0.004
772.5	0.000
773.0	-0.002
773.5	-0.009
774.0	-0.010
774.5	-0.014
775.0	-0.012
775.5	-0.009
776.0	-0.003
776.5	0.004
777.0	0.007
777.5	0.008
778.0	0.010
778.5	0.008
779.0	0.000
779.5	-0.007
780.0	-0.021
780.5	-0.024
781.0	-0.010
781.5	0.001
782.0	0.012
782.5	0.020
783.0	0.028
783.5	0.036
784.0	0.030
784.5	0.021
785.0	0.005
785.5	0.000
786.0	0.008
786.5	0.013
787.0	0.023
787.5	0.028
788.0	0.031
788.5	0.035
789.0	0.030
789.5	0.018
790.0	0.012
790.5	0.006
791.0	0.001
791.5	-0.006
792.0	-0.013
792.5	-0.018
793.0	-0.029
793.5	-0.050
794.0	-0.072
794.5	-0.088
795.0	-0.103
795.5	-0.118
796.0	-0.128
796.5	-0.133
797.0	-0.120
797.5	-0.096
798.0	-0.075
798.5	-0.059
799.0	-0.037
799.5	-0.010
800.0	0.010
800.5	0.027
801.0	0.037
801.5	0.032
802.0	0.020
802.5	0.009
803.0	-0.006
803.5	-0.020
804.0	-0.032
804.5	-0.033
805.0	-0.018
805.5	0.001
806.0	0.020
806.5	0.028
807.0	0.024
807.5	0.027
808.0	0.021
808.5	0.019
809.0	0.005
809.5	-0.010
810.0	-0.019
810.5	-0.020
811.0	-0.011
811.5	0.001
812.0	0.009
812.5	0.015
813.0	0.015
813.5	-0.001
814.0	-0.018
814.5	-0.034
815.0	-0.035
815.5	-0.032
816.0	-0.007
816.5	0.007
817.0	0.029
817.5	0.046
818.0	0.050
818.5	0.036
819.0	0.022
819.5	0.006
820.0	-0.008
820.5	-0.017
821.0	-0.011
821.5	-0.013
822.0	0.004
822.5	0.018
823.0	0.028
823.5	0.032
824.0	0.023
824.5	0.006
825.0	-0.020
825.5	-0.039
826.0	-0.052
826.5	-0.048
827.0	-0.043
827.5	-0.032
828.0	-0.018
828.5	-0.002
829.0	-0.002
829.5	-0.011
830.0	-0.020
830.5	-0.022
831.0	-0.020
831.5	-0.024
832.0	-0.051
832.5	-0.074
833.0	-0.089
833.5	-0.092
834.0	-0.104
834.5	-0.104
835.0	-0.084
835.5	-0.048
836.0	-0.020
836.5	-0.001
837.0	0.001
837.5	0.005
838.0	0.010
838.5	0.022
839.0	0.026
839.5	0.032
840.0	0.035
840.5	0.034
841.0	0.017
841.5	0.008
842.0	-0.010
842.5	-0.027
843.0	-0.031
843.5	-0.027
844.0	-0.016
844.5	-0.010
845.0	-0.008
845.5	-0.010
846.0	-0.026
846.5	-0.041
847.0	-0.055
847.5	-0.062
848.0	-0.065
848.5	-0.069
849.0	-0.064
849.5	-0.063
850.0	-0.053


Sample 39
4/14/2024 6:54 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34000	
//WLCalib: 261S 	0.70000	
//WLCalib: 362S 	0.10000	
//WLCalib: 484S 	0.58000	
//WLCalib: 529S 	0.68000	
//WLCalib: 823S 	0.28000	
//QSpecEnd: 
190.0	2.341
190.5	2.315
191.0	2.256
191.5	2.282
192.0	2.279
192.5	2.201
193.0	2.139
193.5	2.074
194.0	2.094
194.5	2.043
195.0	2.038
195.5	2.075
196.0	2.094
196.5	2.060
197.0	2.017
197.5	1.949
198.0	1.930
198.5	1.888
199.0	1.842
199.5	1.894
200.0	1.966
200.5	1.967
201.0	1.987
201.5	1.998
202.0	1.998
202.5	1.968
203.0	1.969
203.5	1.947
204.0	1.999
204.5	2.077
205.0	2.112
205.5	2.161
206.0	2.177
206.5	2.182
207.0	2.128
207.5	2.062
208.0	2.029
208.5	1.966
209.0	1.951
209.5	1.904
210.0	1.927
210.5	1.905
211.0	1.894
211.5	1.890
212.0	1.851
212.5	1.806
213.0	1.776
213.5	1.706
214.0	1.629
214.5	1.541
215.0	1.463
215.5	1.357
216.0	1.257
216.5	1.144
217.0	1.049
217.5	0.969
218.0	0.892
218.5	0.803
219.0	0.719
219.5	0.647
220.0	0.590
220.5	0.531
221.0	0.470
221.5	0.428
222.0	0.409
222.5	0.385
223.0	0.369
223.5	0.357
224.0	0.341
224.5	0.321
225.0	0.301
225.5	0.275
226.0	0.257
226.5	0.245
227.0	0.231
227.5	0.230
228.0	0.240
228.5	0.249
229.0	0.255
229.5	0.251
230.0	0.260
230.5	0.266
231.0	0.275
231.5	0.289
232.0	0.299
232.5	0.318
233.0	0.333
233.5	0.351
234.0	0.370
234.5	0.386
235.0	0.404
235.5	0.416
236.0	0.424
236.5	0.439
237.0	0.456
237.5	0.477
238.0	0.497
238.5	0.528
239.0	0.563
239.5	0.595
240.0	0.623
240.5	0.645
241.0	0.672
241.5	0.704
242.0	0.725
242.5	0.745
243.0	0.766
243.5	0.790
244.0	0.813
244.5	0.843
245.0	0.874
245.5	0.910
246.0	0.952
246.5	0.993
247.0	1.027
247.5	1.054
248.0	1.077
248.5	1.103
249.0	1.124
249.5	1.154
250.0	1.189
250.5	1.226
251.0	1.261
251.5	1.301
252.0	1.330
252.5	1.345
253.0	1.365
253.5	1.386
254.0	1.400
254.5	1.424
255.0	1.460
255.5	1.489
256.0	1.513
256.5	1.535
257.0	1.552
257.5	1.557
258.0	1.562
258.5	1.554
259.0	1.548
259.5	1.544
260.0	1.549
260.5	1.546
261.0	1.539
261.5	1.527
262.0	1.521
262.5	1.511
263.0	1.484
263.5	1.473
264.0	1.454
264.5	1.438
265.0	1.421
265.5	1.398
266.0	1.365
266.5	1.322
267.0	1.284
267.5	1.242
268.0	1.196
268.5	1.168
269.0	1.133
269.5	1.099
270.0	1.050
270.5	1.004
271.0	0.962
271.5	0.900
272.0	0.844
272.5	0.794
273.0	0.749
273.5	0.705
274.0	0.672
274.5	0.635
275.0	0.598
275.5	0.565
276.0	0.529
276.5	0.480
277.0	0.441
277.5	0.402
278.0	0.368
278.5	0.333
279.0	0.306
279.5	0.278
280.0	0.249
280.5	0.220
281.0	0.195
281.5	0.171
282.0	0.154
282.5	0.140
283.0	0.129
283.5	0.112
284.0	0.093
284.5	0.072
285.0	0.054
285.5	0.040
286.0	0.029
286.5	0.026
287.0	0.028
287.5	0.029
288.0	0.028
288.5	0.020
289.0	0.015
289.5	0.009
290.0	0.004
290.5	-0.001
291.0	-0.010
291.5	-0.009
292.0	-0.008
292.5	-0.010
293.0	-0.012
293.5	-0.015
294.0	-0.007
294.5	-0.007
295.0	-0.005
295.5	-0.003
296.0	0.000
296.5	0.004
297.0	0.005
297.5	0.002
298.0	0.007
298.5	0.010
299.0	0.009
299.5	0.002
300.0	-0.002
300.5	-0.008
301.0	-0.012
301.5	-0.025
302.0	-0.028
302.5	-0.028
303.0	-0.017
303.5	-0.014
304.0	-0.006
304.5	0.002
305.0	0.007
305.5	0.005
306.0	0.005
306.5	0.002
307.0	0.003
307.5	0.000
308.0	0.000
308.5	-0.007
309.0	-0.004
309.5	-0.005
310.0	-0.009
310.5	-0.015
311.0	-0.010
311.5	-0.005
312.0	-0.006
312.5	0.000
313.0	0.004
313.5	0.002
314.0	0.004
314.5	0.003
315.0	0.008
315.5	0.005
316.0	0.009
316.5	0.004
317.0	0.004
317.5	0.010
318.0	0.015
318.5	0.016
319.0	0.009
319.5	0.005
320.0	0.007
320.5	-0.005
321.0	-0.008
321.5	-0.010
322.0	-0.011
322.5	-0.004
323.0	0.000
323.5	0.000
324.0	-0.002
324.5	-0.002
325.0	0.001
325.5	0.005
326.0	0.009
326.5	0.012
327.0	0.007
327.5	0.015
328.0	0.010
328.5	0.006
329.0	0.005
329.5	0.006
330.0	0.009
330.5	0.009
331.0	0.012
331.5	0.009
332.0	0.010
332.5	0.018
333.0	0.014
333.5	0.012
334.0	0.005
334.5	-0.007
335.0	-0.015
335.5	-0.019
336.0	-0.012
336.5	-0.009
337.0	-0.004
337.5	0.007
338.0	0.012
338.5	0.018
339.0	0.016
339.5	0.010
340.0	0.008
340.5	0.004
341.0	0.002
341.5	0.003
342.0	-0.003
342.5	-0.003
343.0	-0.003
343.5	-0.001
344.0	0.002
344.5	0.002
345.0	0.003
345.5	0.006
346.0	0.002
346.5	0.001
347.0	0.000
347.5	-0.003
348.0	-0.002
348.5	-0.006
349.0	-0.011
349.5	-0.011
350.0	-0.012
350.5	-0.009
351.0	-0.010
351.5	-0.003
352.0	-0.002
352.5	0.003
353.0	0.008
353.5	0.005
354.0	0.000
354.5	-0.001
355.0	-0.002
355.5	0.000
356.0	0.000
356.5	0.003
357.0	-0.001
357.5	-0.001
358.0	-0.003
358.5	-0.010
359.0	-0.015
359.5	-0.017
360.0	-0.015
360.5	-0.016
361.0	-0.010
361.5	0.002
362.0	0.006
362.5	0.012
363.0	0.015
363.5	0.015
364.0	0.013
364.5	0.006
365.0	0.008
365.5	0.005
366.0	0.005
366.5	0.004
367.0	0.001
367.5	-0.005
368.0	-0.005
368.5	-0.006
369.0	-0.003
369.5	-0.005
370.0	0.000
370.5	0.001
371.0	-0.003
371.5	-0.007
372.0	-0.006
372.5	-0.015
373.0	-0.011
373.5	-0.013
374.0	-0.007
374.5	-0.007
375.0	-0.004
375.5	-0.001
376.0	-0.003
376.5	-0.006
377.0	-0.005
377.5	-0.003
378.0	0.001
378.5	0.004
379.0	0.013
379.5	0.016
380.0	0.019
380.5	0.019
381.0	0.016
381.5	0.010
382.0	0.010
382.5	0.006
383.0	0.000
383.5	-0.005
384.0	-0.004
384.5	-0.004
385.0	0.001
385.5	0.008
386.0	0.010
386.5	0.014
387.0	0.010
387.5	0.005
388.0	-0.001
388.5	-0.002
389.0	0.003
389.5	0.004
390.0	0.003
390.5	0.008
391.0	0.003
391.5	0.000
392.0	-0.009
392.5	-0.009
393.0	-0.016
393.5	-0.012
394.0	-0.008
394.5	-0.011
395.0	-0.016
395.5	-0.013
396.0	-0.012
396.5	-0.014
397.0	-0.014
397.5	-0.012
398.0	-0.010
398.5	-0.005
399.0	0.000
399.5	-0.001
400.0	0.001
400.5	0.000
401.0	0.003
401.5	-0.002
402.0	-0.005
402.5	-0.007
403.0	-0.007
403.5	-0.008
404.0	-0.009
404.5	-0.011
405.0	-0.012
405.5	-0.014
406.0	-0.015
406.5	-0.015
407.0	-0.019
407.5	-0.021
408.0	-0.019
408.5	-0.018
409.0	-0.016
409.5	-0.012
410.0	-0.009
410.5	-0.006
411.0	-0.007
411.5	-0.005
412.0	-0.008
412.5	-0.009
413.0	-0.006
413.5	-0.006
414.0	-0.005
414.5	0.000
415.0	0.003
415.5	0.003
416.0	0.005
416.5	0.007
417.0	0.002
417.5	-0.003
418.0	-0.007
418.5	-0.010
419.0	-0.016
419.5	-0.019
420.0	-0.023
420.5	-0.023
421.0	-0.017
421.5	-0.010
422.0	-0.005
422.5	-0.001
423.0	-0.002
423.5	-0.002
424.0	-0.005
424.5	-0.008
425.0	-0.009
425.5	-0.009
426.0	-0.007
426.5	-0.001
427.0	0.002
427.5	0.001
428.0	-0.005
428.5	-0.009
429.0	-0.011
429.5	-0.013
430.0	-0.014
430.5	-0.014
431.0	-0.008
431.5	-0.002
432.0	0.001
432.5	0.002
433.0	0.003
433.5	0.002
434.0	-0.002
434.5	-0.007
435.0	-0.013
435.5	-0.017
436.0	-0.016
436.5	-0.017
437.0	-0.016
437.5	-0.016
438.0	-0.014
438.5	-0.015
439.0	-0.016
439.5	-0.016
440.0	-0.019
440.5	-0.023
441.0	-0.023
441.5	-0.022
442.0	-0.019
442.5	-0.017
443.0	-0.012
443.5	-0.006
444.0	0.001
444.5	0.006
445.0	0.001
445.5	-0.001
446.0	-0.008
446.5	-0.014
447.0	-0.015
447.5	-0.014
448.0	-0.012
448.5	-0.008
449.0	0.000
449.5	0.007
450.0	0.013
450.5	0.013
451.0	0.009
451.5	0.005
452.0	0.003
452.5	0.000
453.0	-0.005
453.5	-0.004
454.0	-0.004
454.5	0.001
455.0	0.007
455.5	0.007
456.0	0.006
456.5	0.010
457.0	0.002
457.5	0.001
458.0	-0.001
458.5	0.000
459.0	-0.008
459.5	-0.008
460.0	-0.009
460.5	-0.008
461.0	-0.008
461.5	-0.003
462.0	-0.005
462.5	-0.001
463.0	0.002
463.5	0.002
464.0	0.001
464.5	0.000
465.0	-0.005
465.5	-0.011
466.0	-0.014
466.5	-0.013
467.0	-0.015
467.5	-0.017
468.0	-0.016
468.5	-0.015
469.0	-0.016
469.5	-0.015
470.0	-0.015
470.5	-0.014
471.0	-0.011
471.5	-0.007
472.0	-0.006
472.5	-0.002
473.0	0.003
473.5	0.002
474.0	-0.002
474.5	-0.004
475.0	-0.006
475.5	-0.008
476.0	-0.009
476.5	-0.005
477.0	0.000
477.5	0.007
478.0	0.012
478.5	0.012
479.0	0.010
479.5	0.005
480.0	-0.002
480.5	-0.005
481.0	-0.010
481.5	-0.013
482.0	-0.015
482.5	-0.016
483.0	-0.016
483.5	-0.018
484.0	-0.018
484.5	-0.019
485.0	-0.015
485.5	-0.010
486.0	-0.006
486.5	-0.006
487.0	-0.003
487.5	0.001
488.0	0.000
488.5	-0.002
489.0	-0.006
489.5	-0.015
490.0	-0.020
490.5	-0.025
491.0	-0.029
491.5	-0.035
492.0	-0.038
492.5	-0.034
493.0	-0.028
493.5	-0.017
494.0	-0.009
494.5	-0.006
495.0	0.001
495.5	0.006
496.0	0.007
496.5	0.004
497.0	0.001
497.5	-0.002
498.0	0.000
498.5	0.001
499.0	0.002
499.5	0.003
500.0	0.008
500.5	0.007
501.0	0.008
501.5	0.005
502.0	0.004
502.5	0.006
503.0	0.011
503.5	0.010
504.0	0.005
504.5	0.003
505.0	-0.002
505.5	-0.010
506.0	-0.015
506.5	-0.022
507.0	-0.024
507.5	-0.019
508.0	-0.010
508.5	-0.002
509.0	-0.004
509.5	-0.005
510.0	-0.004
510.5	-0.006
511.0	-0.007
511.5	-0.011
512.0	-0.017
512.5	-0.022
513.0	-0.020
513.5	-0.016
514.0	-0.016
514.5	-0.017
515.0	-0.016
515.5	-0.015
516.0	-0.013
516.5	-0.016
517.0	-0.019
517.5	-0.016
518.0	-0.010
518.5	-0.006
519.0	-0.002
519.5	0.004
520.0	0.007
520.5	0.010
521.0	0.010
521.5	0.003
522.0	-0.001
522.5	-0.002
523.0	-0.008
523.5	-0.012
524.0	-0.013
524.5	-0.007
525.0	-0.009
525.5	-0.012
526.0	-0.010
526.5	-0.010
527.0	-0.010
527.5	-0.011
528.0	-0.010
528.5	-0.007
529.0	-0.004
529.5	-0.003
530.0	-0.006
530.5	-0.010
531.0	-0.006
531.5	-0.005
532.0	-0.003
532.5	-0.004
533.0	-0.007
533.5	-0.005
534.0	-0.003
534.5	-0.007
535.0	-0.010
535.5	-0.010
536.0	-0.010
536.5	-0.013
537.0	-0.017
537.5	-0.021
538.0	-0.022
538.5	-0.021
539.0	-0.017
539.5	-0.018
540.0	-0.015
540.5	-0.010
541.0	-0.009
541.5	-0.008
542.0	-0.006
542.5	-0.001
543.0	0.002
543.5	0.004
544.0	0.006
544.5	0.005
545.0	0.001
545.5	-0.004
546.0	-0.010
546.5	-0.009
547.0	-0.005
547.5	0.003
548.0	0.010
548.5	0.012
549.0	0.014
549.5	0.007
550.0	0.001
550.5	-0.007
551.0	-0.014
551.5	-0.016
552.0	-0.017
552.5	-0.014
553.0	-0.011
553.5	-0.012
554.0	-0.011
554.5	-0.014
555.0	-0.017
555.5	-0.014
556.0	-0.012
556.5	-0.008
557.0	-0.003
557.5	0.001
558.0	0.004
558.5	0.001
559.0	-0.003
559.5	-0.008
560.0	-0.017
560.5	-0.016
561.0	-0.016
561.5	-0.014
562.0	-0.011
562.5	-0.013
563.0	-0.012
563.5	-0.013
564.0	-0.015
564.5	-0.013
565.0	-0.014
565.5	-0.011
566.0	-0.011
566.5	-0.009
567.0	-0.012
567.5	-0.013
568.0	-0.012
568.5	-0.013
569.0	-0.006
569.5	0.008
570.0	0.013
570.5	0.014
571.0	0.010
571.5	0.009
572.0	0.005
572.5	-0.004
573.0	-0.019
573.5	-0.031
574.0	-0.032
574.5	-0.036
575.0	-0.043
575.5	-0.043
576.0	-0.036
576.5	-0.023
577.0	-0.013
577.5	-0.011
578.0	-0.008
578.5	-0.010
579.0	-0.020
579.5	-0.028
580.0	-0.029
580.5	-0.024
581.0	-0.012
581.5	-0.009
582.0	-0.011
582.5	-0.012
583.0	-0.013
583.5	-0.021
584.0	-0.035
584.5	-0.037
585.0	-0.033
585.5	-0.029
586.0	-0.017
586.5	-0.010
587.0	-0.004
587.5	0.001
588.0	0.004
588.5	-0.001
589.0	-0.010
589.5	-0.015
590.0	-0.025
590.5	-0.031
591.0	-0.023
591.5	-0.015
592.0	-0.010
592.5	-0.006
593.0	-0.002
593.5	-0.003
594.0	-0.007
594.5	-0.007
595.0	-0.009
595.5	-0.010
596.0	-0.009
596.5	-0.008
597.0	-0.011
597.5	-0.020
598.0	-0.024
598.5	-0.027
599.0	-0.030
599.5	-0.031
600.0	-0.028
600.5	-0.028
601.0	-0.028
601.5	-0.022
602.0	-0.018
602.5	-0.007
603.0	0.000
603.5	0.004
604.0	0.003
604.5	-0.001
605.0	-0.005
605.5	-0.014
606.0	-0.019
606.5	-0.023
607.0	-0.022
607.5	-0.019
608.0	-0.020
608.5	-0.022
609.0	-0.021
609.5	-0.021
610.0	-0.020
610.5	-0.023
611.0	-0.021
611.5	-0.019
612.0	-0.018
612.5	-0.020
613.0	-0.021
613.5	-0.020
614.0	-0.016
614.5	-0.008
615.0	-0.003
615.5	-0.009
616.0	-0.014
616.5	-0.023
617.0	-0.031
617.5	-0.030
618.0	-0.031
618.5	-0.036
619.0	-0.030
619.5	-0.013
620.0	-0.005
620.5	0.001
621.0	0.001
621.5	-0.003
622.0	-0.002
622.5	0.003
623.0	-0.002
623.5	-0.015
624.0	-0.022
624.5	-0.025
625.0	-0.028
625.5	-0.027
626.0	-0.030
626.5	-0.037
627.0	-0.034
627.5	-0.030
628.0	-0.029
628.5	-0.030
629.0	-0.028
629.5	-0.022
630.0	-0.009
630.5	0.002
631.0	0.010
631.5	0.013
632.0	0.014
632.5	0.009
633.0	0.005
633.5	-0.003
634.0	-0.007
634.5	-0.013
635.0	-0.016
635.5	-0.020
636.0	-0.026
636.5	-0.028
637.0	-0.030
637.5	-0.034
638.0	-0.037
638.5	-0.036
639.0	-0.034
639.5	-0.034
640.0	-0.032
640.5	-0.029
641.0	-0.022
641.5	-0.014
642.0	-0.012
642.5	-0.009
643.0	-0.009
643.5	-0.007
644.0	-0.005
644.5	-0.011
645.0	-0.014
645.5	-0.016
646.0	-0.006
646.5	0.003
647.0	0.009
647.5	0.019
648.0	0.025
648.5	0.027
649.0	0.024
649.5	0.015
650.0	0.008
650.5	0.006
651.0	0.007
651.5	0.010
652.0	0.017
652.5	0.028
653.0	0.033
653.5	0.031
654.0	0.031
654.5	0.032
655.0	0.035
655.5	0.033
656.0	0.024
656.5	0.014
657.0	0.013
657.5	0.009
658.0	0.007
658.5	-0.001
659.0	0.000
659.5	-0.003
660.0	-0.008
660.5	-0.012
661.0	-0.018
661.5	-0.028
662.0	-0.030
662.5	-0.031
663.0	-0.024
663.5	-0.017
664.0	-0.008
664.5	-0.002
665.0	0.000
665.5	-0.005
666.0	-0.010
666.5	-0.018
667.0	-0.022
667.5	-0.020
668.0	-0.022
668.5	-0.028
669.0	-0.032
669.5	-0.033
670.0	-0.034
670.5	-0.036
671.0	-0.040
671.5	-0.039
672.0	-0.040
672.5	-0.034
673.0	-0.035
673.5	-0.035
674.0	-0.029
674.5	-0.022
675.0	-0.015
675.5	-0.008
676.0	-0.011
676.5	-0.014
677.0	-0.020
677.5	-0.024
678.0	-0.028
678.5	-0.028
679.0	-0.027
679.5	-0.029
680.0	-0.031
680.5	-0.033
681.0	-0.032
681.5	-0.021
682.0	-0.007
682.5	-0.003
683.0	0.000
683.5	0.003
684.0	0.004
684.5	0.000
685.0	0.000
685.5	-0.007
686.0	-0.005
686.5	0.002
687.0	0.009
687.5	0.006
688.0	0.004
688.5	-0.001
689.0	-0.010
689.5	-0.019
690.0	-0.026
690.5	-0.038
691.0	-0.043
691.5	-0.039
692.0	-0.029
692.5	-0.025
693.0	-0.015
693.5	-0.005
694.0	-0.002
694.5	0.006
695.0	0.011
695.5	0.004
696.0	-0.003
696.5	-0.006
697.0	-0.010
697.5	-0.016
698.0	-0.020
698.5	-0.025
699.0	-0.034
699.5	-0.034
700.0	-0.040
700.5	-0.045
701.0	-0.038
701.5	-0.021
702.0	-0.001
702.5	0.015
703.0	0.021
703.5	0.016
704.0	0.005
704.5	0.000
705.0	-0.012
705.5	-0.025
706.0	-0.030
706.5	-0.025
707.0	-0.022
707.5	-0.024
708.0	-0.021
708.5	-0.022
709.0	-0.022
709.5	-0.018
710.0	-0.018
710.5	-0.026
711.0	-0.028
711.5	-0.022
712.0	-0.024
712.5	-0.032
713.0	-0.035
713.5	-0.038
714.0	-0.046
714.5	-0.052
715.0	-0.061
715.5	-0.060
716.0	-0.046
716.5	-0.034
717.0	-0.018
717.5	-0.007
718.0	0.006
718.5	0.011
719.0	0.007
719.5	-0.006
720.0	-0.024
720.5	-0.035
721.0	-0.042
721.5	-0.048
722.0	-0.047
722.5	-0.047
723.0	-0.046
723.5	-0.051
724.0	-0.052
724.5	-0.049
725.0	-0.037
725.5	-0.028
726.0	-0.018
726.5	-0.017
727.0	-0.026
727.5	-0.038
728.0	-0.048
728.5	-0.067
729.0	-0.078
729.5	-0.069
730.0	-0.052
730.5	-0.033
731.0	-0.009
731.5	0.003
732.0	0.015
732.5	0.022
733.0	0.023
733.5	0.007
734.0	-0.005
734.5	-0.017
735.0	-0.034
735.5	-0.046
736.0	-0.055
736.5	-0.057
737.0	-0.052
737.5	-0.053
738.0	-0.050
738.5	-0.046
739.0	-0.036
739.5	-0.024
740.0	-0.010
740.5	0.004
741.0	0.014
741.5	0.022
742.0	0.022
742.5	0.012
743.0	0.000
743.5	-0.009
744.0	-0.015
744.5	-0.010
745.0	-0.003
745.5	-0.007
746.0	-0.011
746.5	-0.013
747.0	-0.014
747.5	-0.018
748.0	-0.024
748.5	-0.021
749.0	-0.016
749.5	-0.010
750.0	0.000
750.5	-0.012
751.0	-0.021
751.5	-0.022
752.0	-0.028
752.5	-0.033
753.0	-0.031
753.5	-0.028
754.0	-0.028
754.5	-0.027
755.0	-0.026
755.5	-0.034
756.0	-0.030
756.5	-0.024
757.0	-0.021
757.5	-0.025
758.0	-0.038
758.5	-0.057
759.0	-0.080
759.5	-0.102
760.0	-0.110
760.5	-0.112
761.0	-0.092
761.5	-0.061
762.0	-0.028
762.5	-0.004
763.0	0.012
763.5	0.022
764.0	0.021
764.5	0.013
765.0	0.014
765.5	0.010
766.0	0.016
766.5	0.025
767.0	0.024
767.5	0.017
768.0	0.012
768.5	0.000
769.0	-0.011
769.5	-0.022
770.0	-0.026
770.5	-0.013
771.0	0.003
771.5	0.011
772.0	0.012
772.5	0.009
773.0	0.010
773.5	0.003
774.0	0.000
774.5	-0.009
775.0	-0.015
775.5	-0.004
776.0	0.006
776.5	0.014
777.0	0.020
777.5	0.021
778.0	0.014
778.5	0.008
779.0	-0.008
779.5	-0.022
780.0	-0.034
780.5	-0.039
781.0	-0.029
781.5	-0.011
782.0	0.000
782.5	0.006
783.0	0.018
783.5	0.029
784.0	0.025
784.5	0.019
785.0	0.011
785.5	0.002
786.0	0.004
786.5	0.004
787.0	0.004
787.5	0.013
788.0	0.028
788.5	0.035
789.0	0.034
789.5	0.027
790.0	0.026
790.5	0.017
791.0	0.007
791.5	-0.005
792.0	-0.012
792.5	-0.019
793.0	-0.034
793.5	-0.058
794.0	-0.083
794.5	-0.099
795.0	-0.111
795.5	-0.122
796.0	-0.129
796.5	-0.128
797.0	-0.116
797.5	-0.099
798.0	-0.085
798.5	-0.070
799.0	-0.049
799.5	-0.024
800.0	-0.007
800.5	0.006
801.0	0.012
801.5	0.007
802.0	-0.002
802.5	-0.011
803.0	-0.021
803.5	-0.028
804.0	-0.027
804.5	-0.019
805.0	-0.005
805.5	0.007
806.0	0.018
806.5	0.025
807.0	0.017
807.5	0.015
808.0	0.008
808.5	0.004
809.0	-0.004
809.5	-0.018
810.0	-0.025
810.5	-0.027
811.0	-0.025
811.5	-0.007
812.0	0.000
812.5	0.009
813.0	0.016
813.5	0.007
814.0	-0.003
814.5	-0.013
815.0	-0.012
815.5	-0.008
816.0	-0.002
816.5	0.016
817.0	0.034
817.5	0.047
818.0	0.047
818.5	0.026
819.0	0.013
819.5	-0.002
820.0	-0.019
820.5	-0.029
821.0	-0.027
821.5	-0.014
822.0	0.005
822.5	0.025
823.0	0.034
823.5	0.036
824.0	0.025
824.5	0.004
825.0	-0.029
825.5	-0.054
826.0	-0.068
826.5	-0.063
827.0	-0.051
827.5	-0.036
828.0	-0.020
828.5	-0.008
829.0	-0.004
829.5	-0.009
830.0	-0.013
830.5	-0.012
831.0	-0.011
831.5	-0.015
832.0	-0.036
832.5	-0.065
833.0	-0.083
833.5	-0.098
834.0	-0.107
834.5	-0.113
835.0	-0.087
835.5	-0.052
836.0	-0.026
836.5	-0.013
837.0	-0.010
837.5	0.001
838.0	0.009
838.5	0.015
839.0	0.019
839.5	0.023
840.0	0.032
840.5	0.033
841.0	0.020
841.5	0.009
842.0	-0.010
842.5	-0.024
843.0	-0.036
843.5	-0.044
844.0	-0.036
844.5	-0.024
845.0	-0.026
845.5	-0.025
846.0	-0.033
846.5	-0.035
847.0	-0.045
847.5	-0.056
848.0	-0.071
848.5	-0.072
